epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
11,4943.24,1.80177,2.70863,1.43448,0.0082,1.27756,0.65409,0.45627,0.57884,0.36493,0.63817,0.44479,0.56545,0.33556,1.73933,2.56509,1.42343,0.01002,0,0.000891022,0.000891022,0.000891022
12,5390.11,1.79924,2.71608,1.41839,0.00816,1.21415,0.68915,0.45415,0.58678,0.37882,0.68345,0.45012,0.5824,0.35325,1.71889,2.5619,1.39662,0.01009,0,0.000869024,0.000869024,0.000869024
13,5830.41,1.81335,2.69507,1.42523,0.00806,1.2401,0.65975,0.46544,0.58301,0.37479,0.64833,0.45698,0.56974,0.34293,1.69919,2.56244,1.39025,0.00976,0,0.000847026,0.000847026,0.000847026
14,6266.58,1.79277,2.6722,1.40972,0.00812,1.24047,0.63509,0.48628,0.58545,0.36512,0.62293,0.4772,0.57391,0.34349,1.75391,2.53979,1.40298,0.0101,0,0.000825029,0.000825029,0.000825029
15,6712.49,1.79457,2.68049,1.3949,0.00798,1.20972,0.70657,0.42915,0.58347,0.37874,0.69303,0.42089,0.5716,0.35369,1.73993,2.56058,1.40853,0.01011,0,0.000803031,0.000803031,0.000803031
16,7161.91,1.79996,2.68231,1.40083,0.00802,1.18813,0.65225,0.47877,0.5922,0.38088,0.64277,0.47196,0.58261,0.35683,1.6908,2.50805,1.37949,0.00978,0,0.000781033,0.000781033,0.000781033
17,7602.08,1.79121,2.67287,1.4088,0.008,1.21058,0.67004,0.46136,0.58653,0.37741,0.663,0.45645,0.57977,0.34939,1.71196,2.53615,1.40461,0.00993,0,0.000759035,0.000759035,0.000759035
18,8039.92,1.77274,2.63133,1.3855,0.00817,1.1913,0.64168,0.46512,0.58146,0.3753,0.63576,0.46061,0.57425,0.34726,1.69201,2.52859,1.41176,0.00979,0,0.000737037,0.000737037,0.000737037
19,8485.74,1.77502,2.6578,1.38802,0.00801,1.17193,0.66526,0.47386,0.59516,0.38023,0.65379,0.46711,0.58579,0.35325,1.72116,2.51758,1.39418,0.00995,0,0.00071504,0.00071504,0.00071504
20,8921.1,1.76849,2.64018,1.37784,0.00798,1.18999,0.69538,0.43611,0.589,0.38222,0.68235,0.42963,0.5785,0.35408,1.71827,2.53602,1.41016,0.00989,0,0.000693042,0.000693042,0.000693042
21,9355.49,1.76697,2.61979,1.37575,0.00805,1.15135,0.65933,0.45004,0.57605,0.37068,0.64785,0.44182,0.56194,0.34595,1.70409,2.52951,1.41068,0.00989,0,0.000671044,0.000671044,0.000671044
22,9795.68,1.78775,2.6626,1.38296,0.00803,1.16403,0.72804,0.41988,0.58925,0.39095,0.71752,0.41412,0.58127,0.36396,1.72408,2.53738,1.39189,0.00982,0,0.000649046,0.000649046,0.000649046
23,10242.2,1.78385,2.64936,1.37067,0.00798,1.11852,0.70556,0.43953,0.59158,0.38479,0.69799,0.43478,0.58492,0.36268,1.70327,2.49816,1.38272,0.00977,0,0.000627048,0.000627048,0.000627048
24,10691,1.76706,2.61295,1.35992,0.00789,1.11663,0.62472,0.48613,0.58833,0.37756,0.61393,0.47533,0.57721,0.34892,1.69526,2.52684,1.41144,0.00971,0,0.000605051,0.000605051,0.000605051
25,11128.4,1.77544,2.63456,1.36262,0.00793,1.11887,0.64576,0.4724,0.58733,0.37964,0.63952,0.46794,0.57899,0.3511,1.68413,2.49653,1.39059,0.00964,0,0.000583053,0.000583053,0.000583053
26,11581.9,1.7715,2.63097,1.35643,0.00784,1.11096,0.68816,0.4648,0.59397,0.38284,0.67596,0.45662,0.58357,0.35933,1.69797,2.50927,1.37181,0.00981,0,0.000561055,0.000561055,0.000561055
27,12033.1,1.76132,2.61795,1.35712,0.0079,1.09988,0.67774,0.46464,0.59217,0.37994,0.66018,0.45335,0.57837,0.35188,1.71387,2.50467,1.3889,0.00983,0,0.000539057,0.000539057,0.000539057
28,12480.9,1.75084,2.60743,1.34288,0.00794,1.09246,0.69452,0.45373,0.59588,0.38862,0.68219,0.44608,0.58447,0.36343,1.6954,2.49042,1.36483,0.0098,0,0.000517059,0.000517059,0.000517059
29,12925.3,1.76367,2.60332,1.34485,0.00785,1.09703,0.67741,0.46837,0.5976,0.39408,0.66497,0.46086,0.58726,0.36113,1.66072,2.48388,1.35023,0.0095,0,0.000495062,0.000495062,0.000495062
30,13366.7,1.74891,2.59777,1.32834,0.00769,1.07234,0.63854,0.48946,0.59069,0.38284,0.62676,0.48037,0.57735,0.3512,1.66953,2.49029,1.38075,0.0096,0,0.000473064,0.000473064,0.000473064
31,13804.6,1.75833,2.60643,1.31905,0.00768,1.03819,0.65204,0.47898,0.59511,0.3859,0.63945,0.46997,0.58251,0.35404,1.68214,2.47225,1.38259,0.00959,0,0.000451066,0.000451066,0.000451066
32,14248,1.7633,2.60859,1.32965,0.00758,1.04463,0.63817,0.4885,0.59374,0.38194,0.62776,0.4806,0.5818,0.35637,1.67638,2.49752,1.37241,0.00954,0,0.000429068,0.000429068,0.000429068
33,14696.6,1.73751,2.5789,1.32404,0.00765,1.0434,0.68795,0.46326,0.5987,0.39379,0.6727,0.45367,0.58458,0.36709,1.67882,2.47305,1.36681,0.00961,0,0.00040707,0.00040707,0.00040707
34,15133.6,1.73468,2.56419,1.31256,0.0077,1.05626,0.66047,0.47884,0.59609,0.39063,0.64226,0.4659,0.57926,0.35883,1.67275,2.48743,1.35317,0.00952,0,0.000385073,0.000385073,0.000385073
35,15573.1,1.72892,2.5524,1.30043,0.00765,1.01777,0.66256,0.47629,0.59486,0.3911,0.65115,0.46801,0.58312,0.36117,1.66377,2.47224,1.35864,0.0094,0,0.000363075,0.000363075,0.000363075
36,16015.6,1.7383,2.55286,1.30217,0.00749,1.03273,0.68242,0.46638,0.59595,0.38901,0.66987,0.45801,0.58658,0.36445,1.68759,2.49122,1.36521,0.0096,0,0.000341077,0.000341077,0.000341077
37,16455.8,1.72453,2.53041,1.30811,0.00763,1.00402,0.64721,0.49549,0.59801,0.38977,0.63202,0.48418,0.58332,0.36061,1.65905,2.47466,1.35059,0.00942,0,0.000319079,0.000319079,0.000319079
38,16903.8,1.72917,2.54937,1.28301,0.0075,0.97711,0.67213,0.47809,0.59987,0.38821,0.65768,0.46792,0.58619,0.3621,1.69049,2.47581,1.35639,0.00964,0,0.000297081,0.000297081,0.000297081
39,17342.5,1.72861,2.54312,1.29075,0.00758,0.9754,0.68232,0.4759,0.6047,0.39572,0.66881,0.46679,0.5912,0.36513,1.68209,2.47477,1.34347,0.0095,0,0.000275084,0.000275084,0.000275084
