epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
199,14934.7,1.69606,2.36877,1.13027,0.00705,0.75653,0.69199,0.48722,0.61251,0.40223,0.67074,0.47244,0.59597,0.35473,1.70735,2.55466,1.33229,0.00934,0,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
200,15015.4,1.70392,2.37902,1.13712,0.00704,0.76538,0.69214,0.4893,0.61445,0.40283,0.66827,0.47284,0.59627,0.3539,1.71004,2.54974,1.32497,0.00937,0,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433
201,15096.2,1.68889,2.35973,1.13555,0.00713,0.75994,0.6959,0.48843,0.61503,0.40334,0.67532,0.47421,0.59915,0.356,1.71435,2.54694,1.33215,0.0094,0,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
202,15180,1.68648,2.35266,1.13621,0.00705,0.7614,0.69179,0.48904,0.61355,0.40289,0.67066,0.47427,0.59731,0.35599,1.7069,2.55617,1.33327,0.00936,0,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
203,15263.6,1.70754,2.37564,1.14119,0.00705,0.77458,0.6833,0.49518,0.61286,0.40214,0.6629,0.4804,0.5971,0.35428,1.70964,2.55668,1.34097,0.00937,0,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
204,15336.3,1.70387,2.3817,1.1423,0.00709,0.76405,0.68822,0.49117,0.6142,0.40217,0.66788,0.4768,0.59854,0.35442,1.71123,2.56546,1.33778,0.00939,0,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301
205,15404.3,1.69647,2.36583,1.12853,0.007,0.76675,0.6817,0.49369,0.61262,0.40178,0.66427,0.4812,0.59913,0.35442,1.7096,2.55998,1.34147,0.00935,0,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
206,15468.4,1.69474,2.34962,1.12928,0.0071,0.76341,0.6989,0.48712,0.61579,0.40533,0.68366,0.47648,0.60383,0.3594,1.71399,2.55749,1.33349,0.00938,0,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
207,15535.6,1.70456,2.35921,1.13011,0.00702,0.76172,0.70306,0.48511,0.61566,0.40673,0.68581,0.47315,0.60244,0.36138,1.7062,2.56346,1.33541,0.00933,0,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
208,15608,1.69465,2.36169,1.13074,0.00707,0.76204,0.69697,0.48643,0.61429,0.40541,0.67887,0.47403,0.59999,0.35736,1.70502,2.56715,1.33605,0.00933,0,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
209,15688.2,1.6931,2.36262,1.13107,0.00703,0.74859,0.68846,0.49049,0.61379,0.40376,0.6705,0.47783,0.59886,0.35526,1.7089,2.55712,1.32932,0.00935,0,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
210,15767.3,1.70921,2.3759,1.13923,0.00705,0.75622,0.68795,0.49222,0.61488,0.4049,0.67094,0.48012,0.60037,0.35678,1.70726,2.55393,1.32849,0.00933,0,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103
211,15846.5,1.6968,2.36244,1.12607,0.00707,0.74154,0.69081,0.48951,0.6138,0.40527,0.67283,0.47684,0.59962,0.35819,1.70612,2.555,1.32369,0.00934,0,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
212,15924.7,1.7017,2.37022,1.12813,0.00701,0.75271,0.6866,0.49677,0.61443,0.40353,0.67031,0.48493,0.60192,0.35565,1.71221,2.55578,1.32208,0.00934,0,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037
213,16001.8,1.68979,2.34183,1.11748,0.00704,0.74438,0.68975,0.49168,0.61422,0.40375,0.6718,0.47884,0.60067,0.35536,1.71206,2.55532,1.32879,0.00936,0,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
214,16076.7,1.6948,2.34671,1.12344,0.00695,0.75051,0.70242,0.48592,0.61718,0.40616,0.68251,0.47221,0.6016,0.35627,1.71274,2.54481,1.33275,0.00936,0,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
215,16158.7,1.69536,2.36469,1.12154,0.007,0.75568,0.69747,0.49377,0.61785,0.40529,0.67599,0.47863,0.60063,0.35479,1.71099,2.54878,1.32663,0.00936,0,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
216,16236.4,1.69017,2.35114,1.12007,0.00704,0.73588,0.69351,0.48992,0.61348,0.40345,0.67143,0.47442,0.59579,0.35408,1.71297,2.55553,1.33181,0.0094,0,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
217,16329,1.69194,2.36015,1.12376,0.00698,0.75393,0.69036,0.49233,0.61461,0.40481,0.66884,0.47711,0.59706,0.35517,1.70754,2.54319,1.32963,0.00934,0,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
218,16428.7,1.69525,2.34519,1.12367,0.00694,0.74889,0.69983,0.49169,0.61853,0.4071,0.67585,0.4752,0.59968,0.35717,1.70612,2.54232,1.32267,0.00931,0,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839
219,16531.4,1.69111,2.35142,1.12428,0.00703,0.73527,0.7045,0.4896,0.61877,0.40774,0.68231,0.4743,0.60065,0.3585,1.70693,2.54586,1.33077,0.00932,0,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
220,16634.1,1.6755,2.33123,1.11211,0.00694,0.73832,0.705,0.48985,0.61776,0.40587,0.68111,0.47349,0.5988,0.35658,1.70727,2.54587,1.32921,0.00932,0,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
221,16736.8,1.68829,2.34106,1.10898,0.00689,0.73568,0.70203,0.48813,0.61679,0.40443,0.67919,0.47254,0.59815,0.35622,1.70963,2.55733,1.33317,0.00935,0,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
222,16838.4,1.69052,2.34632,1.11718,0.00697,0.7421,0.69191,0.49088,0.61441,0.40147,0.66826,0.47431,0.59441,0.35226,1.71692,2.54784,1.33304,0.00938,0,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707
223,16939.9,1.67765,2.32882,1.10569,0.00689,0.71766,0.69282,0.48929,0.61292,0.40196,0.66975,0.47304,0.59437,0.35141,1.7137,2.55704,1.33416,0.00937,0,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
224,17038,1.68951,2.34276,1.1146,0.00696,0.73209,0.69341,0.48893,0.6125,0.40297,0.67094,0.47318,0.59494,0.35373,1.71135,2.55801,1.33081,0.00937,0,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641
225,17136.9,1.68909,2.3487,1.10764,0.00693,0.7128,0.70736,0.4818,0.61448,0.40453,0.685,0.46686,0.59714,0.35597,1.71354,2.57001,1.33432,0.00939,0,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
226,17238.3,1.66516,2.31945,1.09981,0.00688,0.73336,0.69756,0.48354,0.61186,0.40178,0.6769,0.46933,0.5955,0.35374,1.71478,2.56252,1.33904,0.0094,0,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
227,17340.9,1.69523,2.35066,1.11552,0.00696,0.72775,0.69112,0.48829,0.61153,0.40122,0.67042,0.47385,0.59553,0.35455,1.71305,2.55551,1.33921,0.00939,0,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
228,17432.2,1.6731,2.32126,1.10485,0.00691,0.7139,0.69203,0.4891,0.61179,0.40075,0.67158,0.47475,0.59598,0.35519,1.71555,2.55279,1.33538,0.00941,0,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509
229,17514.3,1.67625,2.32108,1.10352,0.00694,0.71673,0.68629,0.49249,0.61133,0.40049,0.66462,0.47711,0.595,0.35363,1.71407,2.55138,1.33113,0.0094,0,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
230,17594.7,1.67614,2.31911,1.09913,0.00691,0.71372,0.68565,0.49147,0.61136,0.40149,0.66381,0.47595,0.59414,0.35336,1.70902,2.55623,1.33535,0.00936,0,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443
231,17676.7,1.6851,2.33783,1.1064,0.00692,0.7229,0.68884,0.49121,0.61332,0.40227,0.66771,0.4763,0.59663,0.35363,1.71176,2.56386,1.33501,0.00938,0,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
232,17760,1.67864,2.32535,1.0958,0.00688,0.7102,0.6937,0.48921,0.61416,0.40348,0.67349,0.47505,0.59717,0.35494,1.71105,2.55981,1.33755,0.00937,0,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
233,17846.1,1.67808,2.32613,1.09559,0.00691,0.70184,0.69053,0.49155,0.61361,0.40268,0.67061,0.47757,0.59764,0.35387,1.71098,2.55997,1.33718,0.00937,0,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
234,17931.6,1.69335,2.34298,1.10656,0.00686,0.71962,0.68564,0.49467,0.61336,0.4021,0.66421,0.47935,0.59617,0.35125,1.70943,2.55107,1.33455,0.00935,0,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311
235,18035.4,1.67818,2.32311,1.10121,0.00694,0.71731,0.69361,0.48961,0.6135,0.40482,0.67301,0.47524,0.59752,0.35481,1.7058,2.55129,1.33626,0.00931,0,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
236,18136.4,1.67982,2.32489,1.08864,0.00684,0.70055,0.69702,0.48732,0.61394,0.40477,0.67526,0.47241,0.59742,0.35518,1.70928,2.55234,1.33521,0.00933,0,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
237,18240.5,1.6645,2.3074,1.08891,0.00684,0.70159,0.69701,0.48699,0.61475,0.40482,0.67344,0.47097,0.59637,0.3548,1.71035,2.55442,1.33374,0.00934,0,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
238,18342.3,1.65392,2.28959,1.08694,0.00687,0.70789,0.69532,0.48852,0.61481,0.40542,0.67155,0.47235,0.59644,0.35495,1.70843,2.55976,1.33048,0.00935,0,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
239,18445.4,1.67068,2.30655,1.092,0.00686,0.70989,0.69168,0.49076,0.6153,0.4045,0.66996,0.47566,0.59791,0.35577,1.70808,2.55587,1.33268,0.00935,0,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
240,18548.6,1.66753,2.31231,1.08419,0.00689,0.7005,0.69195,0.49282,0.616,0.40452,0.66754,0.47603,0.59628,0.35489,1.70682,2.55827,1.33451,0.00935,0,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113
241,18649,1.67569,2.32879,1.08924,0.00683,0.70518,0.69416,0.49077,0.61501,0.40427,0.6704,0.47447,0.59555,0.35542,1.70982,2.56238,1.33631,0.00936,0,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
242,18750.5,1.68527,2.34085,1.09642,0.00682,0.7061,0.69546,0.48975,0.61487,0.40381,0.67283,0.47427,0.59682,0.35493,1.71323,2.56123,1.34185,0.00937,0,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047
243,18840.2,1.6768,2.32246,1.0863,0.00678,0.69753,0.69734,0.49419,0.6172,0.40436,0.67338,0.47783,0.59789,0.35477,1.7139,2.57145,1.33673,0.00937,0,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
244,18920.8,1.6821,2.33219,1.09243,0.00682,0.70532,0.69376,0.49232,0.61529,0.40338,0.67145,0.47705,0.59746,0.35323,1.71536,2.56851,1.33798,0.00938,0,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
245,18999.8,1.65542,2.30244,1.08706,0.00685,0.6868,0.69532,0.49229,0.61589,0.40327,0.67282,0.47689,0.59743,0.35338,1.71502,2.56867,1.33733,0.00937,0,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
246,19077.3,1.65415,2.30126,1.07754,0.00682,0.68064,0.69414,0.49356,0.61592,0.40299,0.67031,0.47717,0.59642,0.35264,1.71487,2.55749,1.33653,0.00936,0,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
247,19155.4,1.67438,2.3116,1.08407,0.00681,0.68691,0.69379,0.49297,0.61588,0.40336,0.67174,0.47765,0.59709,0.35296,1.71244,2.55817,1.34098,0.00934,0,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
248,19234.3,1.66007,2.30083,1.08487,0.0068,0.68348,0.69273,0.4922,0.61531,0.40334,0.67073,0.47708,0.59754,0.35287,1.71303,2.55625,1.34246,0.00935,0,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849
249,19312.3,1.66314,2.30223,1.08035,0.00683,0.68909,0.69909,0.49171,0.61714,0.40484,0.67722,0.47682,0.59919,0.35545,1.71201,2.55047,1.34447,0.00933,0,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
250,19390.9,1.67571,2.32476,1.08087,0.00676,0.70286,0.69633,0.49396,0.61719,0.40532,0.67314,0.47809,0.59857,0.355,1.71182,2.55814,1.34721,0.00933,0,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
251,19468.9,1.6676,2.30555,1.08013,0.00679,0.68942,0.69825,0.49317,0.61782,0.40485,0.6749,0.47717,0.59917,0.35485,1.71399,2.55532,1.34528,0.00935,0,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
252,19546.5,1.67311,2.32078,1.08605,0.00684,0.68807,0.69256,0.49364,0.61664,0.40483,0.66987,0.47779,0.59819,0.35397,1.71486,2.56074,1.34113,0.00938,0,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717
253,19624.9,1.67167,2.31911,1.07834,0.00677,0.68008,0.68912,0.4921,0.61438,0.40251,0.66772,0.47722,0.59648,0.35269,1.7129,2.55724,1.34523,0.00936,0,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
254,19702.5,1.66432,2.30106,1.07636,0.00675,0.68692,0.6909,0.49281,0.6146,0.40324,0.67033,0.47839,0.59726,0.35352,1.71143,2.56137,1.34799,0.00933,0,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651
255,19781,1.65223,2.28574,1.07077,0.00675,0.67925,0.69007,0.49319,0.6145,0.40279,0.6689,0.47837,0.59716,0.35354,1.71483,2.56255,1.3449,0.00937,0,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
256,19858.7,1.65635,2.28653,1.07225,0.00678,0.67766,0.68814,0.49161,0.61205,0.40192,0.66663,0.47662,0.59442,0.35158,1.71496,2.56243,1.34663,0.00937,0,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
257,19936.8,1.66725,2.31151,1.0828,0.00676,0.67537,0.68655,0.49327,0.61245,0.40172,0.66406,0.47745,0.59425,0.35121,1.71563,2.55802,1.34213,0.00937,0,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
258,20014.7,1.66518,2.29706,1.07442,0.00676,0.68465,0.68673,0.49485,0.61302,0.40197,0.66318,0.4782,0.59377,0.35156,1.7127,2.56602,1.34784,0.00934,0,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519
259,20093.4,1.67608,2.32047,1.07945,0.00674,0.68604,0.6873,0.49538,0.61474,0.40196,0.66333,0.47851,0.59455,0.352,1.712,2.56463,1.34668,0.00935,0,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
260,20173.1,1.67394,2.31035,1.07677,0.00673,0.68438,0.68656,0.49413,0.6142,0.40219,0.66482,0.47748,0.59498,0.35236,1.70883,2.56819,1.34856,0.00932,0,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453
261,20248.2,1.66922,2.31025,1.07457,0.00677,0.67154,0.68902,0.49452,0.61572,0.40329,0.66628,0.47837,0.59644,0.35294,1.71168,2.56406,1.34488,0.00934,0,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
262,20321.8,1.66169,2.29513,1.0757,0.00678,0.67576,0.68828,0.49391,0.61499,0.40331,0.66669,0.47867,0.59696,0.35322,1.71165,2.56036,1.343,0.00935,0,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
263,20395.8,1.64369,2.27532,1.06546,0.00677,0.67261,0.68687,0.49516,0.61548,0.40377,0.666,0.48032,0.59757,0.35324,1.71073,2.56126,1.33976,0.00935,0,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
264,20469.7,1.65457,2.28723,1.06616,0.00671,0.66631,0.69083,0.49417,0.61635,0.4043,0.67055,0.47976,0.59928,0.35472,1.71239,2.56135,1.34051,0.00935,0,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321
265,20544.6,1.65354,2.28028,1.06417,0.00673,0.67096,0.69,0.49404,0.61632,0.40453,0.66993,0.47978,0.59919,0.35417,1.71111,2.56504,1.33997,0.00936,0,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
266,20618.3,1.66007,2.2937,1.06546,0.00674,0.67285,0.68923,0.49308,0.6154,0.40475,0.66863,0.47852,0.59835,0.35489,1.71158,2.56472,1.33947,0.00936,0,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
267,20692.4,1.65556,2.29005,1.05982,0.00672,0.67365,0.69138,0.49223,0.61519,0.40429,0.67072,0.47775,0.59827,0.35423,1.71272,2.56246,1.34359,0.00935,0,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
268,20766.7,1.66606,2.30139,1.06984,0.00672,0.67863,0.69797,0.491,0.61666,0.40509,0.67529,0.4753,0.59838,0.35449,1.71128,2.56467,1.34537,0.00935,0,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
269,20840.8,1.65336,2.29327,1.06164,0.00669,0.66479,0.6947,0.4925,0.61607,0.40499,0.67296,0.47741,0.59831,0.35446,1.71169,2.57007,1.34347,0.00936,0,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
270,20915,1.66107,2.29998,1.06499,0.00669,0.66515,0.69739,0.49201,0.61682,0.40531,0.67469,0.47636,0.59857,0.35454,1.71214,2.56718,1.34188,0.00936,0,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123
271,20989.5,1.64602,2.28464,1.05613,0.00668,0.66897,0.69647,0.49382,0.61769,0.40616,0.67433,0.47832,0.59989,0.35532,1.71153,2.57058,1.34271,0.00934,0,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
272,21064.2,1.64911,2.27321,1.05964,0.00665,0.65588,0.69555,0.49226,0.61668,0.4059,0.6732,0.47675,0.59884,0.35486,1.71059,2.57205,1.34299,0.00933,0,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057
273,21138.1,1.64757,2.28004,1.05246,0.00674,0.66474,0.69465,0.49165,0.61562,0.40528,0.67351,0.47697,0.5988,0.35401,1.7117,2.57029,1.341,0.00935,0,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
274,21212.3,1.66374,2.29647,1.05846,0.00669,0.66531,0.69486,0.49142,0.61616,0.40535,0.67325,0.47639,0.59881,0.35377,1.71195,2.56993,1.34107,0.00936,0,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
275,21287.3,1.64149,2.27372,1.04839,0.0067,0.65908,0.69573,0.49104,0.61601,0.40533,0.67443,0.4762,0.59892,0.35383,1.71263,2.56497,1.34213,0.00937,0,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
276,21361.1,1.64193,2.26738,1.05214,0.00669,0.6626,0.69418,0.49227,0.61572,0.40544,0.67176,0.4766,0.59782,0.35373,1.71242,2.56388,1.34334,0.00936,0,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
277,21435.9,1.65505,2.28475,1.05723,0.00664,0.66445,0.69165,0.49505,0.61594,0.40444,0.66939,0.47924,0.598,0.35326,1.71164,2.56618,1.34357,0.00935,0,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
278,21510.3,1.65466,2.28881,1.05738,0.00662,0.65576,0.69118,0.4952,0.61584,0.40465,0.66996,0.4801,0.59878,0.35335,1.71088,2.56698,1.34291,0.00935,0,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859
279,21585,1.65347,2.28154,1.05444,0.00667,0.65861,0.69179,0.49581,0.61623,0.40515,0.67069,0.4808,0.59931,0.35378,1.71055,2.5638,1.34283,0.00934,0,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
280,21659,1.65345,2.28382,1.05893,0.00669,0.66202,0.69233,0.49621,0.61659,0.40537,0.67009,0.48037,0.59889,0.35436,1.70943,2.56254,1.34259,0.00933,0,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
281,21734.1,1.65201,2.27766,1.05175,0.00662,0.64809,0.69048,0.497,0.61624,0.4047,0.66878,0.48146,0.59929,0.35411,1.71023,2.56446,1.34478,0.00933,0,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
282,21808.2,1.65574,2.27843,1.05535,0.0067,0.65495,0.69134,0.49706,0.61657,0.40529,0.66945,0.48139,0.59954,0.35389,1.71096,2.56511,1.34319,0.00935,0,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727
283,21883.2,1.65404,2.28459,1.05519,0.00661,0.65739,0.68995,0.49695,0.61646,0.4046,0.6681,0.48125,0.59893,0.35319,1.71136,2.56465,1.34322,0.00935,0,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
284,21957.4,1.6511,2.27489,1.05663,0.00667,0.66229,0.68866,0.49755,0.61612,0.40409,0.66672,0.4817,0.5987,0.35225,1.71208,2.56399,1.34508,0.00935,0,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661
285,22032.1,1.65775,2.29219,1.05315,0.00661,0.65147,0.68801,0.49756,0.61575,0.40353,0.66715,0.48245,0.59845,0.3522,1.71256,2.56792,1.34407,0.00937,0,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
286,22105.4,1.66391,2.30619,1.05215,0.00658,0.65085,0.68882,0.49617,0.61535,0.40353,0.66805,0.48122,0.59781,0.35225,1.71309,2.56609,1.34699,0.00936,0,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
287,22179.4,1.63742,2.26489,1.04967,0.00667,0.65681,0.69082,0.49723,0.61625,0.40359,0.66876,0.48143,0.5981,0.35235,1.71246,2.56613,1.34755,0.00936,0,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
288,22253.7,1.63879,2.26469,1.04605,0.00664,0.64926,0.68806,0.49627,0.615,0.40341,0.66714,0.48123,0.59765,0.35264,1.71104,2.56448,1.34855,0.00934,0,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529
289,22327,1.63225,2.25765,1.04942,0.0066,0.64715,0.69004,0.49496,0.61508,0.40399,0.67017,0.48078,0.59864,0.35376,1.70974,2.56734,1.34863,0.00934,0,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
290,22400.8,1.64163,2.26531,1.0477,0.0066,0.64976,0.69126,0.49463,0.61523,0.404,0.67079,0.48004,0.59848,0.35292,1.71065,2.5676,1.34952,0.00934,0,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463
291,22489,1.62523,2.29143,1.03143,0.00749,0.55,0.6915,0.4937,0.61512,0.40371,0.67087,0.479,0.59813,0.35324,1.71452,2.5732,1.34915,0.00939,0,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
292,22552.2,1.59367,2.24037,0.99226,0.00734,0.49772,0.68948,0.49502,0.61474,0.40301,0.66883,0.48017,0.59793,0.35221,1.71684,2.57939,1.34717,0.00942,0,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
293,22615.8,1.58771,2.23264,0.98386,0.00722,0.49809,0.68702,0.49472,0.61371,0.40242,0.66687,0.48024,0.59702,0.35115,1.71817,2.58443,1.34854,0.00942,0,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
294,22679.6,1.58194,2.22481,0.97463,0.00721,0.48809,0.68744,0.49349,0.61321,0.40197,0.66712,0.47904,0.59612,0.35163,1.71889,2.58977,1.34969,0.00943,0,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331
295,22743.6,1.5843,2.22424,0.97446,0.00722,0.48582,0.68728,0.49348,0.61294,0.40128,0.66601,0.47846,0.59541,0.35056,1.71999,2.59128,1.35081,0.00944,0,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
296,22807.8,1.57167,2.20743,0.96615,0.00716,0.47466,0.68636,0.49284,0.61185,0.4006,0.66558,0.47808,0.59454,0.34982,1.72076,2.59299,1.35236,0.00944,0,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
297,22872.5,1.57135,2.21032,0.96412,0.00722,0.47643,0.68634,0.49399,0.61229,0.40047,0.66468,0.47862,0.59423,0.3497,1.72177,2.59301,1.35261,0.00945,0,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
298,22936.1,1.5762,2.2132,0.97011,0.00718,0.48118,0.68428,0.49429,0.61164,0.39953,0.66348,0.47943,0.59392,0.3487,1.72335,2.59238,1.35274,0.00946,0,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
299,22999.9,1.5752,2.21086,0.96504,0.00719,0.48177,0.68425,0.49345,0.61114,0.39947,0.66296,0.47827,0.59318,0.34845,1.72397,2.59284,1.35266,0.00947,0,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
300,23063.4,1.57559,2.20742,0.96424,0.00715,0.485,0.68343,0.49388,0.61107,0.39905,0.66159,0.47834,0.59292,0.34786,1.72446,2.59232,1.35392,0.00947,0,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133
