epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
96,5598.81,1.77619,2.52211,1.30553,0.0077,1.02988,0.68511,0.45574,0.59028,0.37553,0.66347,0.4413,0.57224,0.33667,1.76829,2.6127,1.37668,0.00983,0,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
97,5664.61,1.77373,2.52486,1.30112,0.0077,1.00645,0.70295,0.43802,0.5874,0.37973,0.68084,0.42452,0.57111,0.33702,1.74386,2.62449,1.39923,0.00968,0,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
98,5743.52,1.7769,2.52854,1.29965,0.00778,0.99974,0.71105,0.4484,0.59637,0.38483,0.68798,0.43375,0.57736,0.33855,1.74073,2.60714,1.38186,0.00961,0,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799
99,5818.64,1.76647,2.51255,1.28949,0.00773,1.02021,0.67406,0.46024,0.58512,0.37584,0.6536,0.44598,0.56945,0.33379,1.75074,2.60991,1.37808,0.00973,0,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
100,5893.69,1.76542,2.507,1.29828,0.00782,1.00211,0.70211,0.44614,0.58976,0.37927,0.67792,0.43117,0.57222,0.33619,1.75746,2.63255,1.38407,0.00983,0,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
101,5966.36,1.78091,2.52822,1.29873,0.00769,1.00969,0.69226,0.46223,0.59536,0.38432,0.67473,0.45026,0.58101,0.3422,1.73737,2.67656,1.37766,0.00961,0,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
102,6038.61,1.77689,2.52061,1.28942,0.00765,0.99079,0.68902,0.45495,0.59152,0.38175,0.67026,0.4426,0.57704,0.33959,1.75812,2.63405,1.38943,0.00973,0,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667
103,6111.91,1.76398,2.50449,1.284,0.00761,0.98037,0.69292,0.45134,0.59013,0.38166,0.67287,0.43855,0.57449,0.33934,1.74452,2.60554,1.37693,0.00962,0,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
104,6187.07,1.75887,2.50832,1.29368,0.00758,1.00084,0.69339,0.45459,0.59354,0.38245,0.67261,0.44124,0.57673,0.33908,1.74557,2.61029,1.38376,0.00976,0,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601
105,6264.86,1.78333,2.53426,1.28434,0.0077,0.9841,0.67827,0.44957,0.58481,0.37955,0.66083,0.43759,0.57135,0.33579,1.75197,2.63768,1.38291,0.00978,0,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
106,6340.9,1.76941,2.50968,1.28528,0.00768,0.99097,0.68009,0.46113,0.58856,0.38076,0.66032,0.44774,0.57329,0.34071,1.74759,2.61038,1.37202,0.0097,0,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
107,6416.75,1.7747,2.51351,1.28035,0.00761,0.97076,0.69032,0.4545,0.59191,0.38172,0.67425,0.44364,0.57852,0.34185,1.75557,2.60988,1.38058,0.0097,0,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
108,6492.42,1.76018,2.49564,1.27295,0.00765,0.95532,0.69274,0.45927,0.59442,0.38692,0.67242,0.44565,0.57795,0.34157,1.7404,2.60168,1.3586,0.0096,0,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469
109,6570.14,1.76078,2.49702,1.27752,0.00772,0.97135,0.689,0.46134,0.59528,0.38166,0.67225,0.45,0.5801,0.33938,1.75465,2.59875,1.37417,0.00975,0,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
110,6647.11,1.77396,2.50696,1.27279,0.00763,0.96124,0.67578,0.46744,0.59039,0.37785,0.65875,0.45542,0.57588,0.33844,1.77443,2.59503,1.37386,0.00977,0,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403
111,6724.47,1.76825,2.50839,1.26882,0.00759,0.96422,0.69643,0.45347,0.59494,0.38792,0.67908,0.4423,0.58075,0.34468,1.72717,2.61787,1.36558,0.00963,0,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
112,6800.34,1.77549,2.51437,1.27601,0.00759,0.96942,0.6747,0.46902,0.59188,0.37785,0.65423,0.45439,0.57566,0.33552,1.75982,2.57999,1.3813,0.0098,0,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
113,6874.71,1.76794,2.49917,1.27273,0.00759,0.96504,0.6951,0.45953,0.59527,0.38707,0.67637,0.448,0.58151,0.34219,1.74008,2.60189,1.36309,0.00966,0,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
114,6952.4,1.77294,2.51878,1.2751,0.00761,0.96847,0.67154,0.47117,0.59077,0.38041,0.65248,0.45787,0.5747,0.33706,1.7403,2.62554,1.36573,0.00967,0,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271
115,7028.32,1.74402,2.47004,1.26707,0.00763,0.95347,0.66352,0.46813,0.58772,0.37546,0.64416,0.4543,0.57212,0.33822,1.74961,2.60007,1.38716,0.00966,0,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
116,7119.45,1.76446,2.49987,1.26688,0.00757,0.95577,0.6875,0.46511,0.59575,0.38317,0.66547,0.45037,0.57786,0.33626,1.74466,2.58103,1.36163,0.00957,0,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
117,7221.51,1.77717,2.52753,1.26982,0.00751,0.95504,0.67512,0.46548,0.58955,0.37955,0.65196,0.44888,0.56854,0.33007,1.74659,2.65999,1.38179,0.0097,0,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
118,7321.37,1.75015,2.47111,1.25658,0.0076,0.95878,0.6717,0.46407,0.58781,0.37841,0.65489,0.45244,0.5744,0.34081,1.74676,2.58344,1.37754,0.00974,0,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
119,7421.45,1.76347,2.487,1.26741,0.00759,0.97023,0.68282,0.46382,0.59397,0.38435,0.66607,0.45228,0.57933,0.34214,1.74778,2.60383,1.36963,0.00967,0,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
120,7521.41,1.76812,2.50221,1.26002,0.00755,0.94606,0.69839,0.45667,0.59479,0.38562,0.67843,0.44423,0.58065,0.34185,1.73733,2.57599,1.35931,0.00969,0,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073
121,7625.23,1.76633,2.48783,1.25486,0.00749,0.93676,0.68262,0.46599,0.59513,0.38687,0.66372,0.45332,0.57938,0.34361,1.73754,2.60857,1.36513,0.00961,0,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
122,7726.72,1.76743,2.49103,1.26601,0.00755,0.96175,0.6696,0.47417,0.59267,0.38473,0.65299,0.46222,0.57973,0.33964,1.7263,2.59998,1.35488,0.00954,0,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007
123,7830.39,1.7527,2.47189,1.25006,0.00752,0.9223,0.67934,0.46874,0.59568,0.3873,0.6585,0.45421,0.57951,0.34119,1.74012,2.60287,1.36115,0.00955,0,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
124,7932.55,1.75998,2.48653,1.24921,0.0075,0.93226,0.7154,0.4606,0.60503,0.39467,0.69469,0.44747,0.58889,0.34873,1.72377,2.58387,1.35895,0.0095,0,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
125,8037.35,1.75476,2.46603,1.24698,0.00753,0.91539,0.68063,0.47746,0.59768,0.38315,0.66155,0.46408,0.58336,0.34288,1.7518,2.59385,1.34825,0.00965,0,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
126,8142.95,1.76031,2.49178,1.24335,0.00753,0.92188,0.66191,0.47967,0.59248,0.38326,0.64513,0.46735,0.57944,0.33866,1.73159,2.58208,1.35617,0.00953,0,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
127,8248.54,1.74945,2.47299,1.24294,0.00745,0.91795,0.66258,0.4757,0.59136,0.38203,0.64257,0.46137,0.57501,0.3392,1.73581,2.57175,1.36707,0.00957,0,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
128,8352.29,1.7485,2.47792,1.24795,0.00752,0.92997,0.69086,0.46961,0.59808,0.38647,0.67119,0.45629,0.58298,0.34394,1.73947,2.57879,1.35665,0.00963,0,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
129,8446.75,1.75194,2.4743,1.24262,0.00755,0.91735,0.68441,0.46546,0.59492,0.38371,0.66832,0.45415,0.58087,0.34131,1.74764,2.58087,1.36136,0.00962,0,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
130,8524.89,1.76383,2.48085,1.24829,0.00749,0.9184,0.68932,0.46242,0.5948,0.3893,0.67017,0.44971,0.57997,0.34564,1.72843,2.57646,1.34405,0.00954,0,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
131,8621.48,1.74841,2.46995,1.23955,0.00744,0.92364,0.6922,0.46174,0.59777,0.38878,0.6733,0.44899,0.58318,0.34203,1.7398,2.60028,1.35879,0.00962,0,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
132,8724.04,1.74576,2.45636,1.23772,0.0075,0.91397,0.69166,0.46662,0.59892,0.38701,0.67137,0.453,0.58348,0.34358,1.74308,2.57929,1.3558,0.00959,0,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677
133,8826.85,1.75295,2.46713,1.24063,0.00745,0.91022,0.69562,0.45618,0.59517,0.39009,0.67254,0.44143,0.57721,0.34603,1.73091,2.56856,1.36903,0.00951,0,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
134,8929.47,1.7528,2.46656,1.24257,0.00753,0.92089,0.68556,0.47405,0.59947,0.3905,0.66308,0.45899,0.58192,0.34857,1.72303,2.55978,1.35149,0.00943,0,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,9032.45,1.758,2.47738,1.23547,0.00748,0.90702,0.69411,0.47285,0.60507,0.39247,0.67576,0.46032,0.59055,0.35086,1.73122,2.57387,1.34487,0.0095,0,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,9135.84,1.74775,2.47706,1.2442,0.00752,0.91521,0.70181,0.4722,0.60509,0.39545,0.68031,0.45776,0.5888,0.35085,1.72149,2.58089,1.34765,0.00947,0,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,9241.46,1.75736,2.45947,1.23492,0.0074,0.92349,0.67608,0.4796,0.5991,0.38734,0.65672,0.46624,0.58547,0.3459,1.73431,2.58032,1.33909,0.00958,0,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,9344.29,1.74257,2.44693,1.22872,0.00746,0.89665,0.67153,0.48637,0.60189,0.38787,0.65227,0.47247,0.5868,0.34566,1.72448,2.55634,1.33936,0.0095,0,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,9449.62,1.73229,2.43799,1.22641,0.00748,0.9011,0.6997,0.46624,0.60182,0.39173,0.67662,0.45105,0.58584,0.34601,1.7195,2.57452,1.34873,0.00943,0,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,9552.58,1.72424,2.4203,1.21481,0.00743,0.88542,0.69592,0.46651,0.60327,0.39335,0.67376,0.45246,0.58613,0.34529,1.7261,2.56083,1.34278,0.00951,0,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,9656.83,1.74689,2.46839,1.22127,0.00745,0.89459,0.69164,0.47024,0.60237,0.39366,0.67213,0.4571,0.5861,0.34836,1.72249,2.57018,1.349,0.00947,0,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,9749.46,1.73732,2.44606,1.22112,0.00743,0.89147,0.70004,0.46251,0.59989,0.3923,0.68027,0.44932,0.58437,0.34647,1.72863,2.56755,1.36098,0.00952,0,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,9830.57,1.73781,2.44408,1.21286,0.00733,0.87114,0.67892,0.47907,0.60199,0.38953,0.6614,0.46675,0.58852,0.34772,1.73376,2.57916,1.35943,0.0095,0,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,9909.73,1.73854,2.44221,1.21484,0.00739,0.89414,0.69447,0.47625,0.60447,0.39327,0.67437,0.46239,0.58873,0.35182,1.7304,2.57184,1.34329,0.0096,0,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,9987.5,1.7342,2.42308,1.21485,0.00737,0.88674,0.67346,0.47926,0.59893,0.39059,0.65179,0.46447,0.5813,0.346,1.72087,2.5565,1.35141,0.00944,0,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,10065.3,1.74946,2.45118,1.21726,0.00736,0.88437,0.68396,0.47442,0.60202,0.39293,0.66069,0.45851,0.58408,0.34475,1.73308,2.57163,1.35065,0.00949,0,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,10145.7,1.73782,2.44974,1.21534,0.00733,0.87431,0.67397,0.47643,0.60092,0.39092,0.65593,0.46337,0.58548,0.34916,1.72595,2.56873,1.35193,0.00955,0,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,10224.8,1.74707,2.45499,1.2215,0.00744,0.87514,0.68722,0.47535,0.60284,0.39054,0.66781,0.46177,0.58685,0.34699,1.73393,2.5492,1.34654,0.00953,0,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,10304.6,1.73099,2.4445,1.21431,0.00744,0.86648,0.68577,0.47873,0.60299,0.39276,0.66382,0.4636,0.58582,0.34748,1.71584,2.55222,1.34688,0.00945,0,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,10384.3,1.73134,2.43028,1.21241,0.00741,0.88166,0.68075,0.47655,0.60065,0.38991,0.66057,0.46241,0.58435,0.34047,1.73367,2.58733,1.36029,0.00946,0,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,10464.6,1.73245,2.44605,1.21435,0.0074,0.86831,0.67877,0.47876,0.59936,0.39052,0.66075,0.46615,0.58573,0.34763,1.72134,2.55252,1.33865,0.00944,0,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,10542.6,1.74039,2.43789,1.20892,0.00734,0.86025,0.69135,0.47235,0.60008,0.39303,0.67154,0.45903,0.58555,0.34846,1.72197,2.55634,1.35612,0.00946,0,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,10616.9,1.73063,2.42759,1.20516,0.00735,0.85225,0.68899,0.47308,0.60119,0.39506,0.67232,0.46161,0.58757,0.35247,1.71555,2.56307,1.3507,0.00941,0,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,10693.5,1.72731,2.43102,1.21024,0.00733,0.87253,0.68921,0.46982,0.59943,0.39433,0.67376,0.45902,0.5876,0.34983,1.71478,2.56111,1.35164,0.00946,0,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,10777.8,1.73166,2.42601,1.20371,0.00734,0.86668,0.66982,0.48128,0.59567,0.38823,0.64762,0.46546,0.57883,0.34217,1.73855,2.58608,1.35426,0.00951,0,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,10880,1.72916,2.42161,1.20952,0.00733,0.85747,0.68496,0.47841,0.60279,0.39235,0.66617,0.4656,0.58854,0.34787,1.72816,2.56471,1.35028,0.00951,0,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,10978.2,1.75162,2.45922,1.21302,0.00729,0.8931,0.69539,0.47161,0.60362,0.3975,0.67308,0.45706,0.58644,0.34989,1.71875,2.55063,1.34964,0.00944,0,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,11076,1.72553,2.42137,1.20131,0.00738,0.85861,0.70185,0.46587,0.60201,0.39644,0.68532,0.45477,0.58944,0.35325,1.71233,2.56635,1.34651,0.00943,0,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,11174.4,1.73857,2.43929,1.19894,0.00731,0.85806,0.69203,0.4727,0.60208,0.39465,0.67471,0.46113,0.58824,0.35089,1.72548,2.55467,1.33938,0.00946,0,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,11272.3,1.73525,2.44352,1.20265,0.00736,0.85882,0.68956,0.47073,0.60262,0.39418,0.67209,0.45883,0.58876,0.35217,1.7246,2.56561,1.34503,0.00953,0,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,11370.3,1.72692,2.42078,1.19825,0.00735,0.85782,0.6796,0.47645,0.59904,0.39127,0.66156,0.46408,0.58471,0.34522,1.7285,2.58637,1.33948,0.00946,0,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,11467.2,1.7298,2.42802,1.19848,0.00735,0.85522,0.68374,0.47558,0.60024,0.39584,0.66316,0.46155,0.5839,0.3506,1.70717,2.5791,1.3457,0.00939,0,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,11565.5,1.74217,2.42969,1.19167,0.00732,0.83479,0.68516,0.47836,0.60105,0.39219,0.66194,0.46278,0.58401,0.34547,1.73354,2.55825,1.34231,0.0095,0,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,11664.2,1.73962,2.4295,1.19068,0.00726,0.84316,0.70452,0.47459,0.60827,0.40157,0.68754,0.46313,0.59461,0.35651,1.71038,2.56003,1.3345,0.00941,0,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,11764.2,1.73253,2.42415,1.18811,0.00726,0.84548,0.70339,0.47222,0.60737,0.39903,0.68543,0.46024,0.59218,0.35237,1.72631,2.5582,1.33482,0.00948,0,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,11853.7,1.74172,2.43675,1.1999,0.0073,0.84112,0.68876,0.47685,0.60416,0.39417,0.66873,0.46303,0.58843,0.34929,1.72608,2.56663,1.34166,0.00953,0,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,11935.1,1.73198,2.42652,1.18832,0.00728,0.83066,0.68947,0.47953,0.60494,0.39632,0.67041,0.46637,0.59069,0.35111,1.71291,2.55652,1.34211,0.00937,0,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,12034.7,1.73156,2.42294,1.18974,0.00721,0.83137,0.67379,0.48647,0.60364,0.3926,0.65507,0.46836,0.58618,0.34481,1.72133,2.53499,1.34878,0.00942,0,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,12133.5,1.71994,2.41215,1.1863,0.00727,0.8399,0.66935,0.49186,0.60319,0.393,0.64908,0.47682,0.58581,0.34618,1.71875,2.54531,1.34286,0.00945,0,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,12233.4,1.73706,2.41987,1.18508,0.00723,0.81762,0.68486,0.48546,0.60576,0.39418,0.66411,0.47095,0.58918,0.34892,1.71792,2.55495,1.34172,0.00944,0,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,12333.1,1.72553,2.40895,1.18329,0.00727,0.81468,0.6918,0.47717,0.60608,0.39817,0.67255,0.46415,0.59181,0.35234,1.71231,2.56628,1.3399,0.0094,0,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,12430.8,1.715,2.40475,1.1714,0.00722,0.81564,0.68236,0.48172,0.60436,0.39655,0.66068,0.4666,0.58749,0.34842,1.71336,2.57001,1.34347,0.00936,0,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,12529.4,1.72875,2.41357,1.17848,0.00721,0.80162,0.69976,0.47556,0.60878,0.39744,0.68267,0.46418,0.59582,0.35215,1.72141,2.5698,1.34213,0.00943,0,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,12627.4,1.70422,2.38567,1.16491,0.00727,0.80501,0.69534,0.47718,0.60635,0.39724,0.67529,0.46393,0.59157,0.35069,1.7232,2.55723,1.33504,0.00946,0,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,12727,1.71754,2.39702,1.1676,0.00717,0.80273,0.68772,0.48401,0.60736,0.39771,0.66554,0.46878,0.59041,0.35064,1.72282,2.55346,1.3343,0.00942,0,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,12823.8,1.70422,2.38459,1.1733,0.00729,0.81254,0.69024,0.47887,0.60505,0.39704,0.66995,0.46513,0.59087,0.35232,1.7215,2.55137,1.34437,0.00943,0,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,12921.3,1.71851,2.39468,1.17403,0.00721,0.82068,0.69172,0.47731,0.60468,0.39741,0.67139,0.46348,0.58938,0.35203,1.71633,2.55678,1.34527,0.00942,0,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,13019,1.71727,2.38444,1.1766,0.00728,0.81588,0.69969,0.47447,0.60854,0.39764,0.68029,0.46151,0.59334,0.3522,1.71787,2.55866,1.34356,0.00943,0,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,13118.2,1.73082,2.4175,1.17299,0.00721,0.81536,0.69521,0.48358,0.61119,0.39923,0.67673,0.47082,0.5971,0.35427,1.71421,2.5568,1.33955,0.00945,0,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,13214,1.72178,2.41574,1.17053,0.00719,0.82711,0.70227,0.47718,0.6101,0.40206,0.68341,0.4645,0.59625,0.35616,1.71251,2.54637,1.33321,0.00939,0,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,13295,1.70746,2.38823,1.16351,0.0072,0.78794,0.6797,0.49078,0.60885,0.39855,0.65925,0.47634,0.59289,0.35092,1.70941,2.54672,1.34375,0.00937,0,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,13371.3,1.71132,2.39701,1.16555,0.00718,0.80212,0.69032,0.48348,0.60971,0.39939,0.67012,0.46958,0.59382,0.35293,1.71627,2.54377,1.34029,0.00938,0,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,13447.5,1.71348,2.39862,1.16768,0.0072,0.80519,0.69819,0.47523,0.6085,0.39873,0.67695,0.46117,0.59234,0.35183,1.72392,2.5532,1.3441,0.00942,0,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,13523.3,1.7223,2.41451,1.17313,0.0072,0.81698,0.69578,0.4818,0.61083,0.40188,0.67547,0.46818,0.59454,0.35246,1.71705,2.55953,1.33428,0.00936,0,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,13599.3,1.72567,2.40405,1.16522,0.00713,0.81579,0.68147,0.48623,0.60802,0.39738,0.66067,0.47166,0.59183,0.34979,1.72314,2.55309,1.33919,0.00945,0,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,13674.7,1.71352,2.38906,1.15769,0.00724,0.78483,0.69373,0.48631,0.61069,0.40072,0.67426,0.4731,0.59509,0.35394,1.71583,2.57401,1.33571,0.00942,0,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,13751,1.72149,2.39304,1.16063,0.00719,0.79942,0.68904,0.49036,0.61131,0.39952,0.66869,0.4762,0.59472,0.35295,1.71178,2.5468,1.33105,0.00939,0,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,13826.9,1.71186,2.39041,1.15311,0.0071,0.79157,0.69737,0.48155,0.61077,0.40055,0.67895,0.4689,0.59642,0.35236,1.71608,2.55509,1.34085,0.00939,0,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,13906.2,1.71125,2.38953,1.15127,0.00706,0.78064,0.69444,0.48215,0.61,0.40084,0.6753,0.46902,0.59575,0.35388,1.71601,2.56662,1.33905,0.00942,0,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,14007.9,1.70707,2.3832,1.14902,0.00718,0.78144,0.68674,0.49061,0.61207,0.40093,0.66462,0.47494,0.59402,0.35201,1.71179,2.55416,1.3316,0.00937,0,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,14109.7,1.69902,2.36572,1.15061,0.00711,0.78839,0.68686,0.49055,0.61036,0.39817,0.66793,0.47686,0.59499,0.35101,1.72022,2.54356,1.3361,0.00941,0,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,14216.3,1.71741,2.39565,1.15664,0.00714,0.79351,0.69041,0.48237,0.60905,0.39829,0.66783,0.46714,0.5922,0.35146,1.71322,2.56236,1.34145,0.00939,0,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,14326.1,1.6918,2.37677,1.15101,0.0071,0.78009,0.68947,0.48312,0.60901,0.39806,0.66691,0.46774,0.59033,0.34938,1.71606,2.55678,1.33608,0.00938,0,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,14435.1,1.69969,2.37495,1.13714,0.00706,0.77459,0.69421,0.48805,0.61423,0.40295,0.67013,0.47148,0.59517,0.35149,1.71224,2.56257,1.33268,0.00938,0,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,14543.8,1.71209,2.37576,1.14961,0.00707,0.7858,0.69753,0.4836,0.61394,0.40519,0.67586,0.46874,0.59698,0.35433,1.71314,2.54769,1.33345,0.00937,0,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
196,14652,1.69642,2.36042,1.14289,0.0071,0.77498,0.70114,0.48266,0.61399,0.40333,0.67759,0.46652,0.59461,0.35207,1.71564,2.54849,1.33716,0.00937,0,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
197,14760.4,1.69549,2.36286,1.14095,0.0071,0.77366,0.69318,0.48405,0.61154,0.40137,0.67029,0.46827,0.5936,0.35294,1.71614,2.55032,1.33496,0.00936,0,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
198,14852.7,1.71274,2.38729,1.14844,0.00708,0.77604,0.69473,0.48775,0.61345,0.40135,0.67075,0.47123,0.59453,0.3546,1.71112,2.54071,1.33935,0.00935,0,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499
